Number,Contract Company,Contract Type,Title,ERP Status,Status,Executed,Original Contract Amount,Approved Change Orders,Revised Contract Amount,Pending Change Orders,Draft Change Orders,Invoiced,Payments Issued,% Paid,Remaining Balance Outstanding,Signatures Required,Private,Vendor,Primary Contact,Vendor Zip Code,Vendor Street,Vendor State,Company Name,Vendor Fax,Vendor Phone,Project Number,Project Name,Vendor City,Email Address,Description,Signed Contract Received Date,Article 4 Subcontractor Bond,Article 8.4.1 Completed Operations Limit,Article 8.4.1 General Aggregate Limit,Article 8.5.1 Umbrella Limit,ME&S License Holder Name
23015.504,"Just Steel, Inc.",Purchase Order,Ledger Angles,Synced,Approved,Yes,5385.55,10548.57,15934.12,0,0,0,0,0,15934.12,,Yes,"Just Steel, Inc.",,34243,3100 Whitfield Ave Unit B,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-755-7822,941-755-7811,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><br>Provide all Ledger Angles materials as required by and in strict accordance with the Contract Documents, this Purchase Order, and scope of work defined herein per RFI #2.</p>
<ul>
<li>40  ea. 5/8 x 6 Simpson Titen Anchor</li>
<li>50 ea. Flat head (socket Bolts 5/8"" - 11 x 4"" long</li>
<li>50 ea. 5/8-11 Hex Nut (Plain)</li>
<li>50 ea. 5/8"" Split lock washers (HDG)</li>
<li>2 ea. Structural Angle L7x4x3/8"" x 20'-0""</li>
<li>1 ea. processed plate</li>
<li>4 pieces of bent plate 3/8"" x10""x5""x10'-0"" long</li>
</ul>
<p> </p>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",7/18/2023,,,,,
23015.505,Agriscapes LLC,Purchase Order,Portables Sod,Synced,Approved,Yes,2100,24476,26576,0,0,0,0,0,26576,,Yes,Agriscapes LLC,,34266-3944,121 S Orange Ave,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-932-3050,MES-23-015,Bay Haven Bldg 1 Construction,Arcadia,,"<p>Furnish and install sod per the direction of the ME&amp;S project Superintendent up to seven (7) pallets. Sod species to be Bahia. Includes rolling of sod upon completion for a flat and level surface. Sod to be installed with tight joints to the satisfaction of the project Superintendent. Includes all material offloading, storage, handling, and miscellaneous fine grading as required.</p>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",7/25/2023,,,,,
23015.02,Fabrication Maintenance &,Subcontract,Wall Bracing,Synced,Approved,Yes,227635.62,-222389.62,5246,0,0,0,0,0,5246,,Yes,Fabrication Maintenance &,,33868,"Construction, LLC
PO Box 164",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,863-934-5255,MES-23-015,Bay Haven Bldg 1 Construction,Polk City,,,8/2/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.021,"Acousti Engineering Co. of Florida, Inc. -Tampa",Subcontract,Acoustical Ceilings,Synced,Approved,Yes,61699,2110,63809,0,0,0,0,0,63809,,Yes,"Acousti Engineering Co. of Florida, Inc. -Tampa",,33687-0889,PO Box 290889,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",813-628-4310,(813) 620-0718,MES-23-015,Bay Haven Bldg 1 Construction,Tampa,,"<div style=""text-align:right;"">
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Subcontractor:                         Acousti</span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Scope / Title:                             Acoustical Ceilings</span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Cost Code:                                010.09510</span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Amount:                                    $61,699.00</span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;""> </span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Subcontractor Bond:          Yes / NO?</span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;""> </span></p>
<p style=""text-align:left;""><span style=""font-size:8.5pt;"">Insurance Limits:               </span>Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</p>
</div>",11/22/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.022,"Commercial Plastering USA, LLC",Subcontract,Stucco,Synced,Approved,Yes,324300,426989.67,751289.67,0,0,0,0,0,751289.67,,Yes,"Commercial Plastering USA, LLC",,34208,212 7th St E,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-748-4322,941-748-0772,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,,"<p><span style=""font-size:8.5pt;"">Subcontractor:                        Commercial Plastering</span></p>
<p><span style=""font-size:8.5pt;"">Scope / Title:                           Smooth Stucco over Existing ?  Acoustical Ceilings</span></p>
<p><span style=""font-size:8.5pt;"">Cost Code:                                010.09-100</span></p>
<p><span style=""font-size:8.5pt;"">Amount:                                    $324,300</span></p>
<p><span style=""font-size:8.5pt;""> </span></p>
<p><span style=""font-size:8.5pt;"">Subcontractor Bond:                Yes - 2%</span></p>
<p><span style=""font-size:8.5pt;""> </span></p>
<p> </p>",12/20/2023,IS,"$2,000,000 ","$2,000,000 ","$2,000,000 ",Mark Freeman
23015.026,"Graber's Excavating, Inc.",Subcontract,Sitework,Synced,Approved,Yes,147354,89465.88,236819.88,0,0,0,0,0,236819.88,,Yes,"Graber's Excavating, Inc.",,34240,13407 N Branch Rd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-378-2133,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:14pt;"">Subcontractor:                  Graber Excavating</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                    <span style=""color:#ff0000;"">Sitework</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                       <span style=""color:#ff0000;"">010.02-540</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                          <span style=""color:#ff0000;"">$147,354</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:       NO</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>",11/21/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.024,"EasyTurf, Inc.",Subcontract,New Turf,Not Ready,Void,No,0,0,0,0,0,0,0,0,0,,Yes,"EasyTurf, Inc.",,,,,"McIntyre Elwell & Strammer General Contractors, Inc.",,,MES-23-015,Bay Haven Bldg 1 Construction,,,"<p><span style=""font-size:12pt;color:#ff0000;"">Subcontractor:                      EasyTurf</span></p>
<p><span style=""font-size:12pt;color:#ff0000;"">Scope / Title:                            New Turf             Canceled scope per Kevin Hyson 2-17-25</span></p>
<p><span style=""font-size:12pt;color:#ff0000;"">Cost Code:                                010.</span></p>
<p><span style=""font-size:12pt;color:#ff0000;"">Amount:                                    $205,766.00</span></p>
<p><span style=""font-size:12pt;color:#ff0000;""> </span></p>
<p><span style=""font-size:12pt;color:#ff0000;"">Subcontractor Bond:                   no</span></p>
<p><span style=""font-size:12pt;color:#ff0000;""> </span></p>
<p><span style=""font-size:14pt;color:#ff0000;"">Insurance Limits:            Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>",,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.029,"MMP Contracting, LLC",Subcontract,Concrete,Synced,Approved,Yes,961828,498990,1460818,0,0,0,0,0,1460818,,Yes,"MMP Contracting, LLC",,34202,10206 Clubhouse Dr,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-685-8512,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,ben-peacock@outlook.com,"<p><span style=""font-size:14pt;""><em></em>Subcontractor:                    MMP Contracting</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                      <span style=""color:#ff0000;"">Concrete</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                          <span style=""color:#ff0000;"">010.03-300</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                             <span style=""color:#ff0000;"">$893,974.00 new amount $961,828.00</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:            Yes</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:           $400,000 and Above: General Aggregate / Completed Operations Limits - $2M/$2M, Umbrella $5M</span></p>",9/20/2023,IS,"$2,000,000 ","$2,000,000 ","$5,000,000 ",Mark Freeman
23015.03,"Mullets Aluminum Products, Inc",Subcontract,Aluminum Hand & Guard Rails,Synced,Approved,Yes,59260,-4790,54470,0,0,0,0,0,54470,,Yes,"Mullets Aluminum Products, Inc",,34238,6345 McIntosh Rd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-378-5676,941-371-3502,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:12pt;"">Subcontractor:                       Mullet's Aluminum</span></p>
<p><span style=""font-size:12pt;"">Scope / Title:                     <span style=""color:#ff0000;"">  Aluminum Handrails &amp; Guardrails</span></span></p>
<p><span style=""font-size:12pt;"">Cost Code:                          <span style=""color:#ff0000;""> 010.05-520</span></span></p>
<p><span style=""font-size:12pt;"">Amount:                           <span style=""color:#ff0000;"">   $59,260.00</span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond:                NO</span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>",1/10/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.025,Gemstone Concrete Coatings Inc,Subcontract,Deck Coating,Synced,Approved,Yes,114736,32746,147482,0,0,0,0,0,147482,,Yes,Gemstone Concrete Coatings Inc,,33762,10640 47th St N,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,727-541-3194,MES-23-015,Bay Haven Bldg 1 Construction,Clearwater,,"<p><span style=""font-size:14pt;"">Subcontractor:                         GEMSTONE Concrete Coating</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                          <span style=""color:#ff0000;""> Deck Coating</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                              <span style=""color:#ff0000;"">  010.09-700</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                                 <span style=""color:#ff0000;""> $114,736.00</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:                NO</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p> </p>",11/14/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.027,"H & H Signs, Inc.",Subcontract,Signage,Synced,Approved,Yes,10937.54,3205.72,14143.26,0,0,0,0,0,14143.26,,Yes,"H & H Signs, Inc.",,34285,426 E. Venice Ave,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-484-8933,941-485-0556,MES-23-015,Bay Haven Bldg 1 Construction,Venice,,"<p><span style=""font-size:12pt;"">Subcontractor:                       H&amp;H signs</span></p>
<p><span style=""font-size:12pt;"">Scope / Title:                        <span style=""color:#ff0000;""> Signage</span></span></p>
<p><span style=""font-size:12pt;"">Cost Code:                            <span style=""color:#ff0000;"">010.10-400</span></span></p>
<p><span style=""font-size:12pt;"">Amount:                              <span style=""color:#ff0000;""> $10,937.54</span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond:             NO</span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>",12/12/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.028,John Measel Cabinets,Subcontract,Casework & Cabinetry,Synced,Approved,Yes,400469,-20198.59,380270.41,0,0,0,0,0,380270.41,,Yes,John Measel Cabinets,,34240,1257 Porter Rd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-378-0721,941-377-6029,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:12pt;"">Subcontractor:                      John Measel</span></p>
<p><span style=""font-size:12pt;"">Scope / Title:                        Casework &amp; Cabinetry</span></p>
<p><span style=""font-size:12pt;"">Cost Code:                           010.06-400.S</span></p>
<p><span style=""font-size:12pt;"">Amount:                              $400,469.00</span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond:             Yes</span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Insurance Limits:         </span><span style=""font-size:14pt;"">$400,000 and Above: General Aggregate / Completed Operations Limits - $2M/$2M, Umbrella $5M</span></p>
<p><span style=""font-size:12pt;""><strong><em> </em></strong></span></p>",10/3/2023,IS,"$2,000,000 ","$2,000,000 ","$5,000,000 ",Mark Freeman
23015.031,Peachtree Protective,Subcontract,Aluminum Canopy,Synced,Approved,Yes,32223,0,32223,0,0,0,0,0,32223,,Yes,Peachtree Protective,,30122,"Covers, Inc.
3255 S Sweetwater Rd",GA,"McIntyre Elwell & Strammer General Contractors, Inc.",770-439-2122,770-439-2120,MES-23-015,Bay Haven Bldg 1 Construction,Lithia Springs,,"<p><span style=""font-size:14pt;"">Subcontractor:               Peachtree</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                 <span style=""color:#ff0000;"">Aluminum Canopy</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                    <span style=""color:#ff0000;"">010.10-700</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                       <span style=""color:#ff0000;"">$32,223.00</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:       no</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   </span><span style=""font-size:14pt;"">Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p> </p>",2/9/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.032,Sarasota Blinds and Shutters,Subcontract,Shades,Synced,Approved,Yes,49781.48,-49781.48,0,0,0,0,0,0,0,,Yes,Sarasota Blinds and Shutters,,34232,3339 Spainwood Dr,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-952-8966,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:14pt;"">Subcontractor:                      Sarasota Blinds</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                        <span style=""color:#ff0000;"">Roller Shades</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                            <span style=""color:#ff0000;"">010</span>.12-520.S</span></p>
<p><span style=""font-size:14pt;"">Amount:                           <span style=""color:#ff0000;"">  $49,781.48</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:             NO</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:      Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><span style=""font-size:14pt;""><strong><em> </em></strong></span></p>",11/15/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.034,Smith Fence Company,Subcontract,Aluminum Entry Gate,Synced,Approved,Yes,35700,0,35700,0,0,0,0,0,35700,,Yes,Smith Fence Company,,33762,4699 110th Ave N,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",727-573-2075,727-573-5440,MES-23-015,Bay Haven Bldg 1 Construction,Clearwater,,"<div style=""padding-left:30px;"">
<p><span style=""font-size:14pt;"">Subcontractor:                Smith Fence</span></p>
<p><span style=""font-size:14pt;"">Scope / Title:                 <span style=""color:#ff0000;""> Aluminum Entry Gate</span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:                     <span style=""color:#ff0000;"">010.05-500.S</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                       <span style=""color:#ff0000;"">$35,700.00</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:       NO</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   </span><span style=""font-size:14pt;"">Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
</div>",6/10/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.035,Windemuller Technical Services,Subcontract,Lightning Protection Bldg 5,Synced,Approved,Yes,16592,0,16592,0,0,0,0,0,16592,,Yes,Windemuller Technical Services,,34234,1611 Northgate Blvd,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-359-1219,941-355-8822,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:8.5pt;"">Subcontractor:                         Windemuller </span></p>
<p><span style=""font-size:8.5pt;"">Scope / Title:                            Lightning Protection</span></p>
<p><span style=""font-size:8.5pt;"">Cost Code:                                010.16-610.S</span></p>
<p><span style=""font-size:8.5pt;"">Amount:                                    $16,592.00</span></p>
<p><span style=""font-size:8.5pt;""> </span></p>
<p><span style=""font-size:8.5pt;"">Subcontractor Bond:          NO</span></p>
<p><span style=""font-size:8.5pt;""> </span></p>
<p><span style=""font-size:8.5pt;"">Insurance Limits:      </span>Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</p>
<p> </p>",11/18/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.506,Snell Engineering Consultants,Purchase Order,Structural Design Services,Synced,Approved,Yes,8800,0,8800,0,0,0,0,0,8800,,Yes,Snell Engineering Consultants,,34236,1517 State Street #202,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-256-3773,941-954-0681,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p>Provide field inspection services for all existing wood joists in Bay Haven building #1 proposed to remain. Upon review, provide all required design for repair and remediation of joists as required. Includes all site visits as necessary to review joists per phasing schedule established by ME&amp;S. <br><br><br><span style=""font-size:8pt;""><em><strong><br>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",8/21/2023,,,,,
23015.507,"Dansco Engineering, LLC",Purchase Order,Shoring Design - New Openings,Synced,Approved,Yes,2612.5,8262.5,10875,0,0,0,0,0,10875,,Yes,"Dansco Engineering, LLC",,33572,5924 Fortune Place,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,813-645-0166,MES-23-015,Bay Haven Bldg 1 Construction,Apollo Beach,,"<p><span style=""font-size:8pt;""><br>Provide structural shoring design as required to safely modify existing wall openings or create new ones for each of the below conditions:</span></p>
<p><span style=""font-size:8pt;"">1.    Expand the existing masonry (clay tile) door openings to receive new structural jambs.<br>2.    Create openings for new doors in clay tile walls.<br>3.    Create new “window” openings at the breezeway side of the existing rooms in clay tile walls.<br></span></p>
<p><span style=""font-size:8pt;""> </span></p>
<p><span style=""font-size:8pt;"">Includes complete structural shoring design with specification of shoring members, fasteners, fastener spacing, etc. as required for a complete constructible design. Includes signed and sealed engineered documents. </span></p>
<p><span style=""font-size:8pt;""> </span></p>
<p><span style=""font-size:8pt;""> </span></p>
<p><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",8/21/2023,,,,,
23015.508,"Geosurv, LLC",Purchase Order,Survey Services,Synced,Approved,Yes,0,0,0,0,0,0,0,0,0,,Yes,"Geosurv, LLC",,34207,"Surveying & Mapping
5707 19th St W",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",866-624-5163,877-407-3734,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,info@geosurveygroup.com,"<p>Provide survey services based on the Geoserv Specific Purpose Survey proposal dated 8/16/23. Includes all survey services required for the project to be billed at the rates established by this proposal. Survey services to be provided as requested by ME&amp;S personnel throughout the course of the project. All billable time conducting field work to be verified by ME&amp;S personnel upon completion of the work.</p>
<p> </p>
<p> </p>
<p style=""text-align:center;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></p>
<p> </p>",8/21/2023,,,,,
23015.036,Service Contracting Solutions,Subcontract,Waterproofing,Synced,Approved,Yes,132584,-82621,49963,0,0,0,0,0,49963,,Yes,Service Contracting Solutions,,33913,10090 Amberwood Road,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,239-939-7622,MES-23-015,Bay Haven Bldg 1 Construction,Ft. Myers,,"<p><span style=""font-size:14pt;"">Subcontractor:   SERVICE CONTRACTING SOLUTIONS<span style=""color:#ff0000;""><br></span>Scope / Title:     <span style=""color:#e03e2d;"">Waterproofing</span><strong><span style=""color:#e03e2d;""> </span></strong><br>Cost Code:         <span style=""color:#e03e2d;"">010.07-100.S</span></span></p>
<p><span style=""font-size:14pt;"">Amount:   $132,584.00</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p>Subcontractor Bond: No</p>
<p> </p>
<p>Insurance Limits:</p>
<p>Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</p>
<p> </p>",11/6/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.509,"Sunbelt Rentals, Inc. (Cs)",Purchase Order,Shoring Rental,Synced,Approved,Yes,0,0,0,0,0,0,0,0,0,,Yes,"Sunbelt Rentals, Inc. (Cs)",,32809,"Attn:Theresa Davidson
2015 Directors Row",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",407-992-3391,800-508-4756,MES-23-015,Bay Haven Bldg 1 Construction,Orlando,,"<p>Provide all shoring material rental based on Sunbelt Rental contract #144294268 as required by and in strict accordance with the Contract Documents, this Purchase Order, and scope of work defined herein.</p>
<ol>
<li>Includes all quoted materials of quantities indicated.</li>
<li>Includes delivery of all shoring material in single shipment. Shoring to deliver before 9/15/23. </li>
<li>All rented equipment to be in sound, usable condition. Should any equipment be delivered in a condition that is not usable, the equipment shall be replaced at no cost. </li>
<li>Includes pick up of shoring material upon completion.</li>
<li>Shoring package rental shall be billed as follows:
<ul>
<li>$3,456.61 per Month</li>
<li>Partial month to be billed per Sunbelt Day or Week rental rates stated on #144294268.</li>
</ul>
</li>
<li>Rental duration shall be one month minimum. Anticipated duration is four months.</li>
</ol>
<br><br>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",12/18/2023,,,,,
23015.51,"Sunbelt Rentals, Inc. (Cs)",Purchase Order,Stair Tower Rental ,Synced,Approved,Yes,0,0,0,0,0,0,0,0,0,,Yes,"Sunbelt Rentals, Inc. (Cs)",,32809,"Attn:Theresa Davidson
2015 Directors Row",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",407-992-3391,800-508-4756,MES-23-015,Bay Haven Bldg 1 Construction,Orlando,,"<p>Provide all labor, materials, and equipment required to completely furnish and install the following work, and to include all accessories required for a complete and proper installation, as required by and in strict accordance with this Purchase Order, and scope of work defined herein at Bay Haven School.</p>
<ol>
<li>Furnish, install and dismantle 7' wide x 15' long x 19' high stair tower. Includes all labor, material and equipment for a complete stair tower assembly.</li>
<li>Includes coordination with ME&amp;S superintendent for stair tower layout, landing heights, orientation, etc. </li>
<li>Includes delivery and pickup. Sunbelt to handle, stack, and palletize all materials as required for haul away. Includes all equipment necessary to transport material and load on and off of trailer. </li>
<li>Stair tower materials to be in a sound and safe condition upon installation. </li>
<li>Stair tower rental shall be invoiced as follows:
<ul>
<li>Equipment Rental: (4 week min.) $913.96* <br>Daily Rental: (after initial 4 weeks) $33.25* <br>Erection Price:  $1,591.20* <br>Dismantle Price: $1060.80* <br>Misc./Sales:   $120.00* <br>Freight: (P/U-Del) $700.00* </li>
<li>* Plus applicable sales tax</li>
</ul>
</li>
</ol>
<p> </p>
<p style=""text-align:center;""><span style=""font-size:8pt;""><em><strong>ALL SITE WORKERS MUST BE COMPLIANT WITH THE JESSICA LUNSFORD ACT, WHICH REQUIRES A LEVEL II BACKGROUND CHECK</strong></em></span></p>",12/15/2023,,,,,
23015.511,"Universal Engineering Science, LLC",Purchase Order,Soil & Concrete Testing,Synced,Approved,Yes,0,0,0,0,0,0,0,0,0,,Yes,"Universal Engineering Science, LLC",,32865-8734,"
PO Box 628734",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",407-423-3106,407-423-0504,MES-23-015,Bay Haven Bldg 1 Construction,Orlando,,"<em><strong>Provide all labor, materials and equipment required to perform all soil and concrete testing services per UES proposal dated 9/8/2023.<br><br><br></strong></em>",10/2/2023,,,,,
23015.512,"Ground Penetrating Radar Systems, Inc.",Purchase Order,GPRS Services 11/29/2023,Synced,Approved,Yes,1025,3300,4325,0,0,0,0,0,4325,,Yes,"Ground Penetrating Radar Systems, Inc.",,43697,"PO Box 932
5217 Monroe Street
",OH,"McIntyre Elwell & Strammer General Contractors, Inc.",419-843-5829,419-843-9804,MES-23-015,Bay Haven Bldg 1 Construction,Toledo,,<p>Provide ground penetrating radar services performed on 11/29/23 per GPRS work order #614447 at Bay Haven. </p>,12/19/2023,,,,,
23015.513,BIS Services,Purchase Order,Shoring,Synced,Approved,Yes,9689.92,10556.13,20246.05,0,0,0,0,0,20246.05,,Yes,BIS Services,,34715,"Barton Industrial Scaffold SvcLLC
20403 Sugarloaf Mountain Rd",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,863-844-2959,MES-23-015,Bay Haven Bldg 1 Construction,Clermont,,"<p>Provide labor material and equipment to furnish, erect and remove shoring to include:</p>
<ul>
<li>1<sup>st</sup> floor (8) 2’x2’x10’ tall system towers with aluminum beams</li>
<li>2<sup>nd</sup> floor (5) 2’x4’x10’ system towers with aluminum beams  </li>
</ul>",1/17/2024,,,,,
23015.037,Tremblay Wood Art,Subcontract,"Wood Ceiling, Wall and Bench",Synced,Approved,Yes,80642,0,80642,0,0,0,0,0,80642,,Yes,Tremblay Wood Art,,34229,862 S Tamiami Trail,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-302-0533,MES-23-015,Bay Haven Bldg 1 Construction,Osprey,,"<p><span style=""color:#ff0000;""><strong><em><span style=""font-size:9.0pt;"">$80,642.00</span></em></strong></span></p>
<p> </p>
<p><span style=""color:#ff0000;""><strong><em><span style=""font-size:9.0pt;"">CC 010.06-550.S</span></em></strong></span></p>",3/4/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
